nama_provinsi,desa_kelurahan,ketersediaan_tempat_pembuangan_sampah,tahun
JAWA BARAT,BOJONGKUNCI,ADA,2021.0
JAWA BARAT,RANCAMULYA,ADA,2021.0
JAWA BARAT,LANGONSARI,ADA,2021.0
JAWA BARAT,PANGALENGAN,ADA,2021.0
JAWA BARAT,MARGALUYU,TIDAK ADA,2021.0
JAWA BARAT,WARNASARI,ADA,2021.0
JAWA BARAT,SUKAMANAH,TIDAK ADA,2021.0
JAWA BARAT,LAMAJANG,TIDAK ADA,2021.0
JAWA BARAT,MARGAMUKTI,TIDAK ADA,2021.0
JAWA BARAT,MARGAMULYA,TIDAK ADA,2021.0
JAWA BARAT,BANJARSARI,ADA,2021.0
JAWA BARAT,SUKALUYU,TIDAK ADA,2021.0
JAWA BARAT,TRIBAKTIMULYA,ADA,2021.0
JAWA BARAT,PULOSARI,ADA,2021.0
JAWA BARAT,WANASUKA,TIDAK ADA,2021.0
JAWA BARAT,MARGAMEKAR,ADA,2021.0
JAWA BARAT,ARJASARI,ADA,2021.0
JAWA BARAT,LEBAKWANGI,ADA,2021.0
JAWA BARAT,BATUKARUT,TIDAK ADA,2021.0
JAWA BARAT,ANCOLMEKAR,TIDAK ADA,2021.0
JAWA BARAT,BAROS,ADA,2021.0
JAWA BARAT,MANGUNJAYA,ADA,2021.0
JAWA BARAT,MEKARJAYA,ADA,2021.0
JAWA BARAT,PINGGIRSARI,ADA,2021.0
JAWA BARAT,PATROLSARI,TIDAK ADA,2021.0
JAWA BARAT,RANCAKOLE,ADA,2021.0
JAWA BARAT,WARGALUYU,ADA,2021.0
JAWA BARAT,CIMAUNG,ADA,2021.0
JAWA BARAT,JAGABAYA,TIDAK ADA,2021.0
JAWA BARAT,PASIRHUNI,ADA,2021.0
JAWA BARAT,CAMPAKAMULYA,ADA,2021.0
JAWA BARAT,CIPINANG,ADA,2021.0
JAWA BARAT,MEKARSARI,TIDAK ADA,2021.0
JAWA BARAT,SUKAMAJU,ADA,2021.0
JAWA BARAT,CIKALONG,ADA,2021.0
JAWA BARAT,MALASARI,TIDAK ADA,2021.0
JAWA BARAT,WARJABAKTI,TIDAK ADA,2021.0
JAWA BARAT,CICALENGKA KULON,ADA,2021.0
JAWA BARAT,CICALENGKA WETAN,ADA,2021.0
JAWA BARAT,BABAKAN PEUTEUY,ADA,2021.0
JAWA BARAT,CIKUYA,ADA,2021.0
JAWA BARAT,DAMPIT,ADA,2021.0
JAWA BARAT,MARGAASIH,TIDAK ADA,2021.0
JAWA BARAT,NARAWITA,TIDAK ADA,2021.0
JAWA BARAT,PANENJOAN,ADA,2021.0
JAWA BARAT,TANJUNGWANGI,ADA,2021.0
JAWA BARAT,TENJOLAYA,TIDAK ADA,2021.0
JAWA BARAT,WALUYA,ADA,2021.0
JAWA BARAT,NAGROG,ADA,2021.0
JAWA BARAT,NAGREG,TIDAK ADA,2021.0
JAWA BARAT,BOJONG,ADA,2021.0
JAWA BARAT,CIARO,ADA,2021.0
JAWA BARAT,CIHERANG,ADA,2021.0
JAWA BARAT,CITAMAN,ADA,2021.0
JAWA BARAT,MANDALAWANGI,TIDAK ADA,2021.0
JAWA BARAT,NAGREG KENDAN,TIDAK ADA,2021.0
JAWA BARAT,GANJAR SABAR,ADA,2021.0
JAWA BARAT,MANDALASARI,ADA,2021.0
JAWA BARAT,CIKANCUNG,ADA,2021.0
JAWA BARAT,CIKASUNGKA,ADA,2021.0
JAWA BARAT,CIHANYIR,ADA,2021.0
JAWA BARAT,CILULUK,ADA,2021.0
JAWA BARAT,HEGARMANAH,ADA,2021.0
JAWA BARAT,MEKARLAKSANA,TIDAK ADA,2021.0
JAWA BARAT,TANJUNGLAYA,ADA,2021.0
JAWA BARAT,SRIRAHAYU,ADA,2021.0
JAWA BARAT,RANCAEKEK WETAN,ADA,2021.0
JAWA BARAT,RANCAEKEK KULON,ADA,2021.0
JAWA BARAT,BOJONGSALAM,ADA,2021.0
JAWA BARAT,BOJONGLOA,ADA,2021.0
JAWA BARAT,JELEGONG,ADA,2021.0
JAWA BARAT,LINGGAR,ADA,2021.0
JAWA BARAT,CANGKUANG,ADA,2021.0
JAWA BARAT,HAURPUGUR,ADA,2021.0
JAWA BARAT,SUKAMANAH,ADA,2021.0
JAWA BARAT,SUKAMULYA,TIDAK ADA,2021.0
JAWA BARAT,TEGAL SUMEDANG,TIDAK ADA,2021.0
JAWA BARAT,SANGIANG,ADA,2021.0
JAWA BARAT,NANJUNG MEKAR,ADA,2021.0
JAWA BARAT,CIPARAY,ADA,2021.0
JAWA BARAT,GUNUNGLEUTIK,TIDAK ADA,2021.0
JAWA BARAT,MEKARSARI,ADA,2021.0
JAWA BARAT,CIKONENG,ADA,2021.0
JAWA BARAT,CIHEULANG,ADA,2021.0
JAWA BARAT,PAKUTANDANG,ADA,2021.0
JAWA BARAT,SUMBERSARI,ADA,2021.0
JAWA BARAT,MANGUNHARJA,ADA,2021.0
JAWA BARAT,SAGARACIPTA,TIDAK ADA,2021.0
JAWA BARAT,SARIMAHI,ADA,2021.0
JAWA BARAT,SERANGMEKAR,ADA,2021.0
JAWA BARAT,BABAKAN,ADA,2021.0
JAWA BARAT,BUMIWANGI,TIDAK ADA,2021.0
JAWA BARAT,MEKARLAKSANA,ADA,2021.0
JAWA BARAT,CIPEUJEUH,TIDAK ADA,2021.0
JAWA BARAT,CIKITU,ADA,2021.0
JAWA BARAT,CANANGGELA,TIDAK ADA,2021.0
JAWA BARAT,MARUYUNG,ADA,2021.0
JAWA BARAT,SUKARAME,TIDAK ADA,2021.0
JAWA BARAT,NAGRAK,ADA,2021.0
JAWA BARAT,CIKAWAO,ADA,2021.0
JAWA BARAT,MEKARJAYA,TIDAK ADA,2021.0
JAWA BARAT,PANGAUBAN,TIDAK ADA,2021.0
JAWA BARAT,MANDALAHAJI,TIDAK ADA,2021.0
JAWA BARAT,GIRIMULYA,ADA,2021.0
JAWA BARAT,TANJUNGWANGI,ADA,2021.0
JAWA BARAT,MEKARSARI,TIDAK ADA,2021.0
JAWA BARAT,SUKAPURA,ADA,2021.0
JAWA BARAT,CIBEUREUM,ADA,2021.0
JAWA BARAT,SANTOSA,ADA,2021.0
JAWA BARAT,TARUMAJAYA,ADA,2021.0
JAWA BARAT,NEGLAWANGI,ADA,2021.0
JAWA BARAT,CIHAWUK,ADA,2021.0
JAWA BARAT,CIKEMBANG,ADA,2021.0
JAWA BARAT,RESMI TINGAL,ADA,2021.0
JAWA BARAT,BOJONGMALAKA,ADA,2021.0
JAWA BARAT,RANCAMANYAR,ADA,2021.0
JAWA BARAT,MALAKASARI,ADA,2021.0
JAWA BARAT,MAJALAYA,TIDAK ADA,2021.0
JAWA BARAT,WANGISAGARA,ADA,2021.0
JAWA BARAT,BIRU,ADA,2021.0
JAWA BARAT,PADAMULYA,TIDAK ADA,2021.0
JAWA BARAT,BOJONG,ADA,2021.0
JAWA BARAT,MAJASETRA,TIDAK ADA,2021.0
JAWA BARAT,MAJAKERTA,ADA,2021.0
JAWA BARAT,SUKAMAJU,ADA,2021.0
JAWA BARAT,PADAULUN,ADA,2021.0
JAWA BARAT,NEGLASARI,ADA,2021.0
JAWA BARAT,SUKAMUKTI,ADA,2021.0
JAWA BARAT,RANCAKASUMBA,ADA,2021.0
JAWA BARAT,SOLOKANJERUK,ADA,2021.0
JAWA BARAT,CIBODAS,ADA,2021.0
JAWA BARAT,PANYADAP,ADA,2021.0
JAWA BARAT,BOJONGEMAS,ADA,2021.0
JAWA BARAT,PADAMUKTI,ADA,2021.0
JAWA BARAT,LANGENSARI,ADA,2021.0
JAWA BARAT,CIGENTUR,ADA,2021.0
JAWA BARAT,CIPEDES,ADA,2021.0
JAWA BARAT,LOA,ADA,2021.0
JAWA BARAT,CIJAGRA,ADA,2021.0
JAWA BARAT,CIPAKU,ADA,2021.0
JAWA BARAT,SINDANGSARI,ADA,2021.0
JAWA BARAT,DRAWATI,ADA,2021.0
JAWA BARAT,SUKAMANAH,ADA,2021.0
JAWA BARAT,SUKAMANTRI,ADA,2021.0
JAWA BARAT,KARANGTUNGGAL,TIDAK ADA,2021.0
JAWA BARAT,MEKARPAWITAN,TIDAK ADA,2021.0
JAWA BARAT,TANGSIMEKAR,TIDAK ADA,2021.0
JAWA BARAT,IBUN,TIDAK ADA,2021.0
JAWA BARAT,LAKSANA,ADA,2021.0
JAWA BARAT,DUKUH,ADA,2021.0
JAWA BARAT,TALUN,TIDAK ADA,2021.0
JAWA BARAT,PANGGUH,TIDAK ADA,2021.0
JAWA BARAT,LAMPEGAN,TIDAK ADA,2021.0
JAWA BARAT,NEGLASARI,TIDAK ADA,2021.0
JAWA BARAT,MEKARWANGI,ADA,2021.0
JAWA BARAT,SUDI,ADA,2021.0
JAWA BARAT,TANGULUN,ADA,2021.0
JAWA BARAT,CIBEET,TIDAK ADA,2021.0
JAWA BARAT,KARYALAKSANA,ADA,2021.0
JAWA BARAT,SOREANG,ADA,2021.0
JAWA BARAT,SADU,ADA,2021.0
JAWA BARAT,PANYIRAPAN,TIDAK ADA,2021.0
JAWA BARAT,SUKAJADI,ADA,2021.0
JAWA BARAT,PAMEKARAN,ADA,2021.0
JAWA BARAT,KARAMATMULYA,TIDAK ADA,2021.0
JAWA BARAT,SUKANAGARA,TIDAK ADA,2021.0
JAWA BARAT,CINGCIN,ADA,2021.0
JAWA BARAT,PARUNGSERAB,ADA,2021.0
JAWA BARAT,SEKARWANGI,ADA,2021.0
JAWA BARAT,PASIRJAMBU,TIDAK ADA,2021.0
JAWA BARAT,CIBODAS,ADA,2021.0
JAWA BARAT,CIKONENG,TIDAK ADA,2021.0
JAWA BARAT,CUKANGGENTENG,ADA,2021.0
JAWA BARAT,CISONDARI,ADA,2021.0
JAWA BARAT,MARGAMULYA,ADA,2021.0
JAWA BARAT,MEKARSARI,ADA,2021.0
JAWA BARAT,MEKARMAJU,ADA,2021.0
JAWA BARAT,SUGIHMUKTI,ADA,2021.0
JAWA BARAT,TENJOLAYA,ADA,2021.0
JAWA BARAT,LEBAKMUNCANG,ADA,2021.0
JAWA BARAT,CIWIDEY,ADA,2021.0
JAWA BARAT,NENGKELAN,TIDAK ADA,2021.0
JAWA BARAT,PANUNDAAN,ADA,2021.0
JAWA BARAT,PANYOCOKAN,ADA,2021.0
JAWA BARAT,RAWABOGO,TIDAK ADA,2021.0
JAWA BARAT,SUKAWENING,ADA,2021.0
JAWA BARAT,PATENGAN,ADA,2021.0
JAWA BARAT,SUKARESMI,ADA,2021.0
JAWA BARAT,INDRAGIRI,ADA,2021.0
JAWA BARAT,CIPELAH,TIDAK ADA,2021.0
JAWA BARAT,ALAMENDAH,ADA,2021.0
JAWA BARAT,CANGKUANG,TIDAK ADA,2021.0
JAWA BARAT,CILUNCAT,TIDAK ADA,2021.0
JAWA BARAT,NAGRAK,TIDAK ADA,2021.0
JAWA BARAT,BANDASARI,TIDAK ADA,2021.0
JAWA BARAT,PANANJUNG,TIDAK ADA,2021.0
JAWA BARAT,JATISARI,ADA,2021.0
JAWA BARAT,TANJUNGSARI,ADA,2021.0
JAWA BARAT,JELEGONG,TIDAK ADA,2021.0
JAWA BARAT,JATISARI,ADA,2021.0
JAWA BARAT,PAMEUNTASAN,ADA,2021.0
JAWA BARAT,KOPO,ADA,2021.0
JAWA BARAT,CIBODAS,TIDAK ADA,2021.0
JAWA BARAT,KUTAWARINGIN,TIDAK ADA,2021.0
JAWA BARAT,SUKAMULYA,ADA,2021.0
JAWA BARAT,PADASUKA,ADA,2021.0
JAWA BARAT,BUNINAGARA,TIDAK ADA,2021.0
JAWA BARAT,GAJAH MEKAR,TIDAK ADA,2021.0
JAWA BARAT,CILAME,ADA,2021.0
JAWA BARAT,KARANGPAWITAN,ADA,2021.0
JAWA BARAT,SITUGEDE,ADA,2021.0
JAWA BARAT,CIMURAH,ADA,2021.0
JAWA BARAT,SUCI,ADA,2021.0
JAWA BARAT,JATISARI,ADA,2021.0
JAWA BARAT,GODOG,ADA,2021.0
JAWA BARAT,SITUSARI,ADA,2021.0
JAWA BARAT,KARANGSARI,ADA,2021.0
JAWA BARAT,SINDANGPALAY,ADA,2021.0
JAWA BARAT,LEBAKAGUNG,TIDAK ADA,2021.0
JAWA BARAT,SINDANGGALIH,ADA,2021.0
JAWA BARAT,MEKARSARI,ADA,2021.0
JAWA BARAT,SINDANGLAYA,TIDAK ADA,2021.0
JAWA BARAT,TANJUNGSARI,TIDAK ADA,2021.0
JAWA BARAT,SITUSAEUR,TIDAK ADA,2021.0
JAWA BARAT,SITUJAYA,ADA,2021.0
JAWA BARAT,WANARAJA,ADA,2021.0
JAWA BARAT,WANAMEKAR,ADA,2021.0
JAWA BARAT,CINUNUK,ADA,2021.0
JAWA BARAT,SUKAMENAK,ADA,2021.0
JAWA BARAT,SINDANGRATU,TIDAK ADA,2021.0
JAWA BARAT,WANAJAYA,ADA,2021.0
JAWA BARAT,SINDANGMEKAR,ADA,2021.0
JAWA BARAT,WANASARI,ADA,2021.0
JAWA BARAT,SINDANGPRABU,ADA,2021.0
JAWA BARAT,SUKAJADI,TIDAK ADA,2021.0
JAWA BARAT,CIMANGANTEN,TIDAK ADA,2021.0
JAWA BARAT,JATI,TIDAK ADA,2021.0
JAWA BARAT,RANCABANGO,TIDAK ADA,2021.0
JAWA BARAT,SUKAWANGI,TIDAK ADA,2021.0
JAWA BARAT,SIRNAJAYA,TIDAK ADA,2021.0
JAWA BARAT,TANJUNG KAMUNING,TIDAK ADA,2021.0
JAWA BARAT,MEKARJAYA,ADA,2021.0
JAWA BARAT,LANGENSARI,TIDAK ADA,2021.0
JAWA BARAT,MEKARWANGI,TIDAK ADA,2021.0
JAWA BARAT,PASAWAHAN,ADA,2021.0
JAWA BARAT,PANJIWANGI,TIDAK ADA,2021.0
JAWA BARAT,JAYARAGA,ADA,2021.0
JAWA BARAT,HAURPANGGUNG,ADA,2021.0
JAWA BARAT,CIBUNAR,ADA,2021.0
JAWA BARAT,SUKABAKTI,TIDAK ADA,2021.0
JAWA BARAT,TAROGONG,ADA,2021.0
JAWA BARAT,MEKARGALIH,ADA,2021.0
JAWA BARAT,KERSAMENAK,ADA,2021.0
JAWA BARAT,BANYURESMI,TIDAK ADA,2021.0
JAWA BARAT,CIMAREME,TIDAK ADA,2021.0
JAWA BARAT,SUKARATU,TIDAK ADA,2021.0
JAWA BARAT,SUKASENANG,TIDAK ADA,2021.0
JAWA BARAT,SUKARAJA,ADA,2021.0
JAWA BARAT,CIPICUNG,TIDAK ADA,2021.0
JAWA BARAT,DANGDEUR,TIDAK ADA,2021.0
JAWA BARAT,SUKAKARYA,TIDAK ADA,2021.0
JAWA BARAT,PAMEKARSARI,ADA,2021.0
JAWA BARAT,BINAKARYA,TIDAK ADA,2021.0
JAWA BARAT,BAGENDIT,TIDAK ADA,2021.0
JAWA BARAT,KARYAMUKTI,TIDAK ADA,2021.0
JAWA BARAT,KARYASARI,ADA,2021.0
JAWA BARAT,SUKAMUKTI,TIDAK ADA,2021.0
JAWA BARAT,SUKALAKSANA,TIDAK ADA,2021.0
JAWA BARAT,SAMARANG,ADA,2021.0
JAWA BARAT,CINTARAKYAT,TIDAK ADA,2021.0
JAWA BARAT,SUKARASA,ADA,2021.0
JAWA BARAT,PARAKAN,ADA,2021.0
JAWA BARAT,SUKAKARYA,ADA,2021.0
JAWA BARAT,CINTAKARYA,TIDAK ADA,2021.0
JAWA BARAT,TANJUNG KARYA,TIDAK ADA,2021.0
JAWA BARAT,CISARUA,TIDAK ADA,2021.0
JAWA BARAT,CINTARASA,TIDAK ADA,2021.0
JAWA BARAT,CINTAASIH,ADA,2021.0
JAWA BARAT,SIRNASARI,TIDAK ADA,2021.0
JAWA BARAT,SUKALAKSANA,ADA,2021.0
JAWA BARAT,TANJUNGANOM,TIDAK ADA,2021.0
JAWA BARAT,PASIRWANGI,ADA,2021.0
JAWA BARAT,PASIRKIAMIS,TIDAK ADA,2021.0
JAWA BARAT,PADASUKA,ADA,2021.0
JAWA BARAT,KARYAMEKAR,TIDAK ADA,2021.0
JAWA BARAT,PADAWAAS,TIDAK ADA,2021.0
JAWA BARAT,PADAASIH,TIDAK ADA,2021.0
JAWA BARAT,BARUSARI,ADA,2021.0
JAWA BARAT,TALAGA,TIDAK ADA,2021.0
JAWA BARAT,PADAMUKTI,TIDAK ADA,2021.0
JAWA BARAT,SINARJAYA,TIDAK ADA,2021.0
JAWA BARAT,SARIMUKTI,ADA,2021.0
JAWA BARAT,PADAMULYA,ADA,2021.0
JAWA BARAT,LELES,TIDAK ADA,2021.0
JAWA BARAT,CIBURIAL,TIDAK ADA,2021.0
JAWA BARAT,JANGKURANG,TIDAK ADA,2021.0
JAWA BARAT,SUKARAME,ADA,2021.0
JAWA BARAT,LEMBANG,TIDAK ADA,2021.0
JAWA BARAT,CANGKUANG,ADA,2021.0
JAWA BARAT,SALAMNUNGGAL,TIDAK ADA,2021.0
JAWA BARAT,KANDANGMUKTI,ADA,2021.0
JAWA BARAT,MARGALUYU,TIDAK ADA,2021.0
JAWA BARAT,CIPANCAR,TIDAK ADA,2021.0
JAWA BARAT,HARUMAN,ADA,2021.0
JAWA BARAT,DANO,TIDAK ADA,2021.0
JAWA BARAT,KADUNGORA,TIDAK ADA,2021.0
JAWA BARAT,GANDAMEKAR,TIDAK ADA,2021.0
JAWA BARAT,CIKEMBULAN,TIDAK ADA,2021.0
JAWA BARAT,CISAAT,TIDAK ADA,2021.0
JAWA BARAT,MANDALASARI,ADA,2021.0
JAWA BARAT,TANGGULUN,TIDAK ADA,2021.0
JAWA BARAT,MEKARBAKTI,ADA,2021.0
JAWA BARAT,KARANGMULYA,ADA,2021.0
JAWA BARAT,HARUMANSARI,TIDAK ADA,2021.0
JAWA BARAT,TALAGASARI,ADA,2021.0
JAWA BARAT,HEGARSARI,TIDAK ADA,2021.0
JAWA BARAT,NEGLASARI,TIDAK ADA,2021.0
JAWA BARAT,KARANGTENGAH,TIDAK ADA,2021.0
JAWA BARAT,RANCASALAK,ADA,2021.0
JAWA BARAT,LEUWIGOONG,ADA,2021.0
JAWA BARAT,KARANGANYAR,TIDAK ADA,2021.0
JAWA BARAT,MARGACINTA,TIDAK ADA,2021.0
JAWA BARAT,MARGAHAYU,TIDAK ADA,2021.0
JAWA BARAT,DUNGUSIKU,TIDAK ADA,2021.0
JAWA BARAT,TAMBAK SARI,TIDAK ADA,2021.0
JAWA BARAT,SINDANGSARI,TIDAK ADA,2021.0
JAWA BARAT,KARANGSARI,ADA,2021.0
JAWA BARAT,CIBATU,TIDAK ADA,2021.0
JAWA BARAT,MEKARSARI,ADA,2021.0
JAWA BARAT,CIBUNAR,ADA,2021.0
JAWA BARAT,SINDANGSUKA,TIDAK ADA,2021.0
JAWA BARAT,KERTAJAYA,ADA,2021.0
JAWA BARAT,SUKALILAH,ADA,2021.0
JAWA BARAT,PADASUKA,TIDAK ADA,2021.0
JAWA BARAT,KARYAMUKTI,ADA,2021.0
JAWA BARAT,GIRIMUKTI,ADA,2021.0
JAWA BARAT,KERESEK,ADA,2021.0
JAWA BARAT,WANAKERTA,ADA,2021.0
JAWA BARAT,KERSAMANAH,ADA,2021.0
JAWA BARAT,NANJUNGJAYA,ADA,2021.0
JAWA BARAT,SUKAMERANG,ADA,2021.0
JAWA BARAT,GIRIJAYA,ADA,2021.0
JAWA BARAT,SUKAMAJU,ADA,2021.0
JAWA BARAT,MEKARRAYA,ADA,2021.0
JAWA BARAT,MALANGBONG,TIDAK ADA,2021.0
JAWA BARAT,KARANGMULYA,TIDAK ADA,2021.0
JAWA BARAT,CIBUNAR,TIDAK ADA,2021.0
JAWA BARAT,CIKARANG,ADA,2021.0
JAWA BARAT,SAKAWAYANG,ADA,2021.0
JAWA BARAT,MEKARASIH,TIDAK ADA,2021.0
JAWA BARAT,CISITU,ADA,2021.0
JAWA BARAT,CAMPAKA,TIDAK ADA,2021.0
JAWA BARAT,LEWOBARU,TIDAK ADA,2021.0
JAWA BARAT,SUKAMANAH,TIDAK ADA,2021.0
JAWA BARAT,CILAMPUYANG,TIDAK ADA,2021.0
JAWA BARAT,CINAGARA,TIDAK ADA,2021.0
JAWA BARAT,SUKARATU,ADA,2021.0
JAWA BARAT,CITERAS,TIDAK ADA,2021.0
JAWA BARAT,SUKARASA,TIDAK ADA,2021.0
JAWA BARAT,SEKARWANGI,TIDAK ADA,2021.0
JAWA BARAT,KUTANAGARA,TIDAK ADA,2021.0
JAWA BARAT,SANDING,ADA,2021.0
JAWA BARAT,CIHAURKUNING,TIDAK ADA,2021.0
JAWA BARAT,BARU DUA,TIDAK ADA,2021.0
JAWA BARAT,SUKAJAYA,TIDAK ADA,2021.0
JAWA BARAT,BUNISARI,ADA,2021.0
JAWA BARAT,MEKARMULYA,ADA,2021.0
JAWA BARAT,GIRIMAKMUR,TIDAK ADA,2021.0
JAWA BARAT,SUKAWENING,TIDAK ADA,2021.0
JAWA BARAT,SUKAMUKTI,ADA,2021.0
JAWA BARAT,MEKARLUYU,ADA,2021.0
JAWA BARAT,SUKALUYU,TIDAK ADA,2021.0
JAWA BARAT,SUDALARANG,ADA,2021.0
JAWA BARAT,SUKASONO,TIDAK ADA,2021.0
JAWA BARAT,SUKAHAJI,TIDAK ADA,2021.0
JAWA BARAT,PASANGGRAHAN,TIDAK ADA,2021.0
JAWA BARAT,MARIPARI,ADA,2021.0
JAWA BARAT,MEKARWANGI,ADA,2021.0
JAWA BARAT,MEKAR HURIP,TIDAK ADA,2021.0
JAWA BARAT,CARINGIN,ADA,2021.0
JAWA BARAT,CINTAMANIK,TIDAK ADA,2021.0
JAWA BARAT,CINTA,TIDAK ADA,2021.0
JAWA BARAT,SINDANGGALIH,TIDAK ADA,2021.0
JAWA BARAT,BAYONGBONG,ADA,2021.0
JAWA BARAT,PANEMBONG,ADA,2021.0
JAWA BARAT,HEGARMANAH,TIDAK ADA,2021.0
JAWA BARAT,SELAKURAY,ADA,2021.0
JAWA BARAT,KARYAJAYA,TIDAK ADA,2021.0
JAWA BARAT,MULYASARI,ADA,2021.0
JAWA BARAT,PAMALAYAN,TIDAK ADA,2021.0
JAWA BARAT,MEKARSARI,TIDAK ADA,2021.0
JAWA BARAT,CIBURUY,TIDAK ADA,2021.0
JAWA BARAT,CIELA,TIDAK ADA,2021.0
JAWA BARAT,CIKEDOKAN,ADA,2021.0
JAWA BARAT,BANJARSARI,ADA,2021.0
JAWA BARAT,SUKASENANG,TIDAK ADA,2021.0
JAWA BARAT,MEKARJAYA,TIDAK ADA,2021.0
JAWA BARAT,SIRNAGALIH,TIDAK ADA,2021.0
JAWA BARAT,SUKARAME,TIDAK ADA,2021.0
JAWA BARAT,CINISTI,ADA,2021.0
JAWA BARAT,SUKAMANAH,TIDAK ADA,2021.0
JAWA BARAT,CIGEDUG,ADA,2021.0
JAWA BARAT,BARUSUDA,TIDAK ADA,2021.0
JAWA BARAT,SUKAHURIP,TIDAK ADA,2021.0
JAWA BARAT,SINDANGSARI,TIDAK ADA,2021.0
JAWA BARAT,CINTANAGARA,TIDAK ADA,2021.0
JAWA BARAT,CILAWU,ADA,2021.0
JAWA BARAT,SUKAMUKTI,TIDAK ADA,2021.0
JAWA BARAT,KARYAMEKAR,TIDAK ADA,2021.0
JAWA BARAT,DAWUNGSARI,ADA,2021.0
JAWA BARAT,PASANGGRAHAN,ADA,2021.0
JAWA BARAT,SUKAHATI,ADA,2021.0
JAWA BARAT,MEKARSARI,TIDAK ADA,2021.0
JAWA BARAT,MEKARMUKTI,TIDAK ADA,2021.0
JAWA BARAT,DESAKOLOT,ADA,2021.0
JAWA BARAT,NGAMPLANGSARI,TIDAK ADA,2021.0
JAWA BARAT,MARGALAKSANA,TIDAK ADA,2021.0
JAWA BARAT,DANGIANG,ADA,2021.0
JAWA BARAT,DAYEUHMANGGUNG,ADA,2021.0
JAWA BARAT,SUKAMAJU,ADA,2021.0
JAWA BARAT,MANGURAKYAT,ADA,2021.0
JAWA BARAT,NGAMPLANG,TIDAK ADA,2021.0
JAWA BARAT,SUKATANI,TIDAK ADA,2021.0
JAWA BARAT,SUKAMURNI,TIDAK ADA,2021.0
JAWA BARAT,CISURUPAN,TIDAK ADA,2021.0
JAWA BARAT,CIDATAR,ADA,2021.0
JAWA BARAT,SUKAWANGI,TIDAK ADA,2021.0
JAWA BARAT,SUKATANI,TIDAK ADA,2021.0
JAWA BARAT,SITUSARI,TIDAK ADA,2021.0
JAWA BARAT,PAKUWON,ADA,2021.0
JAWA BARAT,BALEWANGI,ADA,2021.0
JAWA BARAT,SIRNAJAYA,TIDAK ADA,2021.0
JAWA BARAT,CISERO,TIDAK ADA,2021.0
JAWA BARAT,KRAMATWANGI,ADA,2021.0
JAWA BARAT,CIPAGANTI,ADA,2021.0
JAWA BARAT,PAMULIHAN,TIDAK ADA,2021.0
JAWA BARAT,TAMBAKBAYA,TIDAK ADA,2021.0
JAWA BARAT,SIRNAGALIH,ADA,2021.0
JAWA BARAT,PANGAUBAN,ADA,2021.0
JAWA BARAT,SIMPANGSARI,ADA,2021.0
JAWA BARAT,CINTAASIH,ADA,2021.0
JAWA BARAT,SUKARESMI,ADA,2021.0
JAWA BARAT,CINTADAMAI,TIDAK ADA,2021.0
JAWA BARAT,MEKARJAYA,TIDAK ADA,2021.0
JAWA BARAT,SUKAJAYA,TIDAK ADA,2021.0
JAWA BARAT,SUKAMULYA,TIDAK ADA,2021.0
JAWA BARAT,PADAMUKTI,TIDAK ADA,2021.0
JAWA BARAT,SUKALILAH,TIDAK ADA,2021.0
JAWA BARAT,CIKAJANG,ADA,2021.0
JAWA BARAT,SIMPANG,ADA,2021.0
JAWA BARAT,MEKARSARI,TIDAK ADA,2021.0
JAWA BARAT,GIRIJAYA,ADA,2021.0
JAWA BARAT,GIRIAWAS,ADA,2021.0
JAWA BARAT,CIBODAS,TIDAK ADA,2021.0
JAWA BARAT,MEKARJAYA,ADA,2021.0
JAWA BARAT,CIKANDANG,TIDAK ADA,2021.0
JAWA BARAT,PADASUKA,ADA,2021.0
JAWA BARAT,MARGAMULYA,TIDAK ADA,2021.0
JAWA BARAT,CIPANGRAMATAN,TIDAK ADA,2021.0
JAWA BARAT,KRAMATWANGI,ADA,2021.0
JAWA BARAT,BANJARWANGI,ADA,2021.0
JAWA BARAT,TALAGAJAYA,TIDAK ADA,2021.0
JAWA BARAT,PADAHURIP,TIDAK ADA,2021.0
JAWA BARAT,KADONGDONG,TIDAK ADA,2021.0
JAWA BARAT,TALAGASARI,TIDAK ADA,2021.0
JAWA BARAT,JAYABAKTI,ADA,2021.0
JAWA BARAT,MULYAJAYA,TIDAK ADA,2021.0
JAWA BARAT,DANGIANG,TIDAK ADA,2021.0
JAWA BARAT,TANJUNGJAYA,TIDAK ADA,2021.0
JAWA BARAT,BOJONG,TIDAK ADA,2021.0
JAWA BARAT,WANGUNJAYA,TIDAK ADA,2021.0
JAWA BARAT,SINGAJAYA,ADA,2021.0
JAWA BARAT,CIUDIAN,TIDAK ADA,2021.0
JAWA BARAT,MEKARTANI,TIDAK ADA,2021.0
JAWA BARAT,SUKAMULYA,TIDAK ADA,2021.0
JAWA BARAT,SUKAWANGI,TIDAK ADA,2021.0
JAWA BARAT,PANCASURA,TIDAK ADA,2021.0
JAWA BARAT,KARANGAGUNG,ADA,2021.0
JAWA BARAT,CIGINTUNG,TIDAK ADA,2021.0
JAWA BARAT,GIRIMUKTI,TIDAK ADA,2021.0
JAWA BARAT,CIHURIP,TIDAK ADA,2021.0
JAWA BARAT,CISANGKAL,TIDAK ADA,2021.0
JAWA BARAT,MEKARWANGI,ADA,2021.0
JAWA BARAT,JAYAMUKTI,TIDAK ADA,2021.0
JAWA BARAT,PEUNDEUY,TIDAK ADA,2021.0
